Team,Timestamp,Longitude,Latitude,Height,Temperature,Temp_from_pressure,Humidity,Pressure,AccelX,AccelY,AccelZ,CompassMag,CompassX,CompassY,CompassZ,Pitch,Roll,Yaw
LionTech,2024-04-28 07:11:52.195834,-155.719363,-34.482989,418761.77,33.978,32.094,29.142,993.148,0.019,0.033,0.014,321.058,36.98,2.849,-32.719,332.64,68.84,321.03
LionTech,2024-04-28 07:11:52.263891,-155.715753,-34.480163,418760.681,33.853,32.085,29.558,993.149,0.018,0.034,0.013,321.002,36.666,3.036,-32.641,332.63,68.87,320.97
LionTech,2024-04-28 07:11:56.241897,-155.498887,-34.30982,418695.014,33.889,32.094,29.463,993.175,0.02,0.035,0.013,320.934,36.607,3.012,-32.824,332.62,68.91,320.9
LionTech,2024-04-28 07:11:56.320974,-155.494637,-34.30647,418693.723,34.156,32.098,28.196,993.178,0.019,0.035,0.011,320.864,36.58,2.99,-32.702,332.66,68.97,320.83
LionTech,2024-04-28 07:12:00.308888,-155.278286,-34.135319,418627.804,33.925,32.121,29.071,993.159,0.018,0.033,0.012,320.79,36.829,3.01,-33.797,332.67,69.05,320.75
LionTech,2024-04-28 07:12:00.382625,-155.274269,-34.132129,418626.576,34.138,32.104,29.72,993.161,0.019,0.034,0.017,320.713,36.844,3.122,-33.371,332.75,68.95,320.68
LionTech,2024-04-28 07:12:04.365176,-155.059187,-33.960777,418560.643,33.925,32.125,28.995,993.168,0.017,0.034,0.013,320.64,36.977,2.935,-33.609,332.76,69.0,320.61
LionTech,2024-04-28 07:12:04.432220,-155.055494,-33.957824,418559.507,34.262,32.121,28.891,993.167,0.019,0.033,0.013,320.566,36.913,3.196,-33.75,332.77,69.0,320.53
LionTech,2024-04-28 07:12:08.382123,-154.8431,-33.787431,418494.006,33.836,32.123,29.246,993.161,0.017,0.033,0.012,320.482,36.731,3.441,-33.824,332.81,69.03,320.44
LionTech,2024-04-28 07:12:08.457213,-154.83914,-33.784243,418492.781,34.565,32.133,29.08,993.164,0.019,0.032,0.017,320.4,36.696,3.31,-33.353,332.83,68.89,320.37
LionTech,2024-04-28 07:12:12.345312,-154.630878,-33.616017,418428.178,34.245,32.14,29.194,993.164,0.018,0.035,0.016,320.338,36.694,3.132,-33.401,332.87,68.85,320.31
LionTech,2024-04-28 07:12:12.416614,-154.627026,-33.612895,418426.98,34.742,32.133,29.995,993.16,0.017,0.035,0.016,320.282,36.529,3.097,-33.431,332.92,68.91,320.25
LionTech,2024-04-28 07:12:12.492936,-154.623048,-33.60967,418425.742,34.387,32.131,29.255,993.158,0.018,0.035,0.011,320.218,36.487,3.059,-33.63,332.9,69.02,320.19
LionTech,2024-04-28 07:12:16.434799,-154.412859,-33.438711,418360.158,34.191,32.14,28.964,993.179,0.017,0.034,0.012,320.151,36.25,3.162,-33.596,332.94,69.05,320.12
LionTech,2024-04-28 07:12:16.508440,-154.408914,-33.435491,418358.924,33.925,32.148,29.246,993.184,0.018,0.035,0.013,320.08,36.343,3.196,-33.478,332.93,69.05,320.05
LionTech,2024-04-28 07:12:20.417537,-154.201417,-33.265576,418293.811,34.156,32.15,29.187,993.164,0.018,0.034,0.013,320.013,36.545,3.107,-34.018,332.98,69.01,319.98
LionTech,2024-04-28 07:12:20.483978,-154.197872,-33.262664,418292.695,33.996,32.156,29.096,993.166,0.018,0.033,0.013,319.95,36.375,3.01,-33.178,333.01,68.99,319.93
LionTech,2024-04-28 07:12:20.551338,-154.194312,-33.259738,418291.575,33.996,32.152,29.096,993.167,0.018,0.034,0.01,319.899,36.403,3.35,-33.163,333.04,69.1,319.87
LionTech,2024-04-28 07:12:24.491021,-153.986029,-33.088015,418225.844,33.925,32.165,29.138,993.175,0.017,0.032,0.016,319.847,36.255,3.504,-32.926,333.05,68.96,319.82
LionTech,2024-04-28 07:12:24.569356,-153.981877,-33.08458,418224.53,34.885,32.158,29.019,993.171,0.018,0.033,0.013,319.792,36.737,3.264,-33.54,333.04,69.01,319.77
LionTech,2024-04-28 07:12:28.447502,-153.777766,-32.915175,418159.76,34.298,32.158,29.041,993.152,0.019,0.035,0.015,319.741,36.757,3.436,-33.936,333.08,69.0,319.71
LionTech,2024-04-28 07:12:28.518907,-153.774091,-32.912115,418158.591,34.013,32.165,29.041,993.152,0.018,0.032,0.01,319.677,36.541,3.577,-33.942,333.06,69.14,319.64
LionTech,2024-04-28 07:12:28.585294,-153.770522,-32.909143,418157.455,34.102,32.173,29.163,993.15,0.02,0.031,0.013,319.61,36.705,3.422,-33.702,332.96,69.15,319.58
LionTech,2024-04-28 07:12:32.519948,-153.564319,-32.736853,418091.661,34.387,32.177,28.949,993.18,0.018,0.033,0.014,319.559,36.782,3.109,-34.116,332.99,69.14,319.53
LionTech,2024-04-28 07:12:32.587798,-153.560758,-32.733868,418090.522,35.027,32.175,29.138,993.181,0.019,0.034,0.015,319.508,36.868,3.091,-33.957,333.03,69.08,319.49
LionTech,2024-04-28 07:12:36.494035,-153.356881,-32.562403,418025.124,33.978,32.19,28.964,993.157,0.018,0.033,0.012,319.469,36.646,2.959,-33.873,333.01,69.09,319.45
LionTech,2024-04-28 07:12:36.568952,-153.353055,-32.559175,418023.893,33.96,32.19,28.894,993.159,0.02,0.036,0.011,319.427,36.441,3.286,-33.916,333.0,69.2,319.4
LionTech,2024-04-28 07:12:36.638624,-153.349352,-32.55605,418022.702,34.298,32.194,28.371,993.155,0.017,0.035,0.013,319.37,36.543,3.425,-33.911,333.04,69.19,319.35
LionTech,2024-04-28 07:12:40.581209,-153.144514,-32.38263,417956.643,34.422,32.2,28.875,993.173,0.018,0.031,0.011,319.312,36.176,3.592,-34.199,333.03,69.24,319.28
LionTech,2024-04-28 07:12:40.677048,-153.139573,-32.378434,417955.046,34.334,32.192,29.151,993.178,0.018,0.034,0.011,319.237,36.038,3.464,-34.467,333.05,69.35,319.2
LionTech,2024-04-28 07:12:44.572415,-152.937863,-32.20655,417889.657,34.369,32.204,29.053,993.149,0.018,0.034,0.012,319.15,35.966,3.831,-34.638,333.05,69.4,319.11
LionTech,2024-04-28 07:12:44.644467,-152.934258,-32.203469,417888.486,34.369,32.206,29.053,993.152,0.019,0.033,0.014,319.057,36.077,3.911,-34.746,333.01,69.45,319.01
LionTech,2024-04-28 07:12:44.712920,-152.930667,-32.200398,417887.319,34.138,32.204,29.738,993.154,0.019,0.036,0.012,318.968,36.079,3.993,-34.477,333.02,69.53,318.93
LionTech,2024-04-28 07:12:48.632545,-152.7286,-32.027087,417821.477,34.173,32.221,28.557,993.155,0.019,0.031,0.013,318.886,36.094,3.824,-34.454,332.95,69.48,318.85
LionTech,2024-04-28 07:12:48.711703,-152.724595,-32.023641,417820.169,34.351,32.217,29.255,993.151,0.018,0.034,0.008,318.811,36.078,3.977,-34.508,332.96,69.6,318.77
LionTech,2024-04-28 07:12:48.782570,-152.720954,-32.020508,417818.979,34.351,32.217,29.255,993.151,0.018,0.034,0.015,318.736,36.036,3.784,-34.561,332.93,69.52,318.7
LionTech,2024-04-28 07:12:53.029721,-152.502988,-31.832294,417747.581,34.227,32.217,28.982,993.175,0.019,0.033,0.011,318.656,36.153,3.519,-35.416,332.91,69.59,318.62
LionTech,2024-04-28 07:12:56.874155,-152.306607,-31.661631,417682.932,34.351,32.231,29.169,993.192,0.019,0.033,0.013,318.575,35.981,3.935,-34.874,332.89,69.6,318.53
LionTech,2024-04-28 07:12:56.940764,-152.303198,-31.658659,417681.807,34.102,32.229,28.747,993.191,0.017,0.033,0.014,318.496,35.977,3.887,-34.975,332.93,69.48,318.46
LionTech,2024-04-28 07:12:57.008098,-152.299762,-31.655663,417680.673,34.031,32.231,28.624,993.188,0.019,0.032,0.012,318.424,36.214,3.686,-34.873,332.92,69.5,318.4
LionTech,2024-04-28 07:12:57.082511,-152.295999,-31.652382,417679.431,34.369,32.217,29.111,993.188,0.018,0.033,0.012,318.363,36.002,3.588,-35.089,332.93,69.51,318.33
LionTech,2024-04-28 07:13:00.963691,-152.098489,-31.479637,417614.092,34.956,32.24,29.243,993.167,0.018,0.033,0.012,318.29,36.3,3.757,-35.934,332.94,69.52,318.25
LionTech,2024-04-28 07:13:01.041226,-152.094488,-31.476126,417612.765,34.707,32.24,29.031,993.168,0.02,0.032,0.011,318.211,36.047,3.876,-35.396,332.86,69.61,318.17
LionTech,2024-04-28 07:13:01.130187,-152.089908,-31.472108,417611.246,34.351,32.244,28.762,993.167,0.019,0.033,0.013,318.137,35.905,3.994,-34.901,332.87,69.58,318.11
LionTech,2024-04-28 07:13:05.090863,-151.889261,-31.295496,417544.547,34.369,32.244,29.022,993.181,0.019,0.034,0.012,318.075,35.887,4.042,-34.533,332.88,69.53,318.05
LionTech,2024-04-28 07:13:05.175533,-151.885066,-31.291792,417543.149,34.476,32.248,29.12,993.179,0.019,0.032,0.014,318.016,35.942,3.705,-35.185,332.9,69.43,317.99
LionTech,2024-04-28 07:13:09.002032,-151.691886,-31.120704,417478.634,34.494,32.254,29.053,993.169,0.018,0.034,0.012,317.96,36.128,3.733,-35.075,332.92,69.45,317.94
LionTech,2024-04-28 07:13:09.069877,-151.688474,-31.117673,417477.492,34.44,32.26,29.068,993.165,0.019,0.033,0.016,317.91,35.956,3.963,-34.779,332.95,69.39,317.89
LionTech,2024-04-28 07:13:09.141624,-151.68488,-31.114481,417476.289,34.44,32.254,29.068,993.163,0.019,0.032,0.012,317.853,35.847,4.247,-35.165,332.9,69.4,317.82
